time,total_cells,quiescent_percent,activated_percent,proliferating_percent,senescent_percent,apoptotic_percent,avg_activation,avg_miR455,avg_miR148,avg_stress,avg_metabolism,avg_stress_fibers,treatment_efficacy,synergy_index
0,120,90.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.1,0.97,0.0,0.0,1.0
60,122,88.86035531703459,0.6396446829654137,2.6396446829654137,0.0,0.30000000000000004,0.006396446829654137,0.0,0.0,0.1,0.97,0.00511715746372331,0.0,1.0
120,125,87.77185379912491,1.2281462008750879,3.228146200875088,0.0,0.30000000000000004,0.012281462008750878,0.0,0.0,0.1,0.97,0.009825169607000703,0.0,1.0
180,127,86.73040626457124,1.7695937354287612,3.769593735428761,0.0,0.30000000000000004,0.01769593735428761,0.0,0.0,0.11337913262490061,0.9659862602125299,0.01415674988343009,0.0,1.0
240,130,85.73225048459031,2.267749515409686,4.267749515409686,0.0,0.3401373978747018,0.02267749515409686,0.0,0.0,0.13840029654214595,0.9584799110373562,0.01814199612327749,0.0,1.0
300,132,84.77392504160355,2.72607495839645,4.72607495839645,0.0,0.41520088962643786,0.0272607495839645,0.0,0.0,0.15098393558152706,0.9547048193255419,0.0218085996671716,0.0,1.0
360,134,83.85224527770107,3.147754722298933,5.147754722298933,0.0,0.4529518067445812,0.03147754722298933,0.0,0.0,0.1190043293058429,0.9642987012082471,0.025182037778391467,0.0,1.0
420,135,82.96428116616038,3.5357188338396233,5.535718833839623,0.0,0.35701298791752867,0.03535718833839623,0.0,0.0,0.11302820100976692,0.96609153969707,0.028285750670716987,0.0,1.0
480,137,82.10733695226074,3.8926630477392634,5.892663047739264,0.0,0.33908460302930077,0.038926630477392636,0.0,0.0,0.10970522661334153,0.9670884320159976,0.03114130438191411,0.0,1.0
540,138,81.27893242192812,4.2210675780718825,6.2210675780718825,0.0,0.3291156798400246,0.042210675780718826,0.0,0.0,0.1629497206286732,0.9511150838113981,0.033768540624575065,0.0,1.0
600,140,80.47678566805662,4.523214331943374,6.523214331943374,0.0,0.48884916188601957,0.045232143319433746,0.0,0.0,0.1,0.97,0.036185714655547,0.0,1.0
660,141,79.69879723475879,4.8012027652412215,6.8012027652412215,0.0,0.30000000000000004,0.04801202765241221,0.0,0.0,0.1,0.97,0.038409622121929776,0.0,1.0
720,142,78.94303552937154,5.056964470628461,7.056964470628461,0.0,0.30000000000000004,0.05056964470628461,0.0,0.0,0.1283036272843253,0.9615089118147024,0.04045571576502769,0.0,1.0
780,143,78.20772340085394,5.292276599146062,7.292276599146062,0.0,0.38491088185297584,0.05292276599146062,0.0,0.0,0.11892778074243286,0.9643216657772702,0.042338212793168496,0.0,1.0
840,144,77.49122579131678,5.508774208683219,7.508774208683219,0.0,0.35678334222729857,0.05508774208683219,0.0,0.0,0.14564194180835982,0.956307417457492,0.044070193669465754,0.0,1.0
900,145,76.79203837488151,5.707961625118479,7.707961625118479,0.0,0.43692582542507946,0.05707961625118479,0.0,0.0,0.12719135669527204,0.9618425929914184,0.04566369300094783,0.0,1.0
960,146,76.10877710492582,5.891222895074186,7.891222895074186,0.0,0.3815740700858161,0.058912228950741864,0.0,0.0,0.10402372261858579,0.9687928832144242,0.04712978316059349,0.0,1.0
1020,147,75.44016859708519,6.05983140291481,8.05983140291481,0.0,0.3120711678557574,0.0605983140291481,0.0,0.0,0.1093870149882107,0.9671838955035368,0.048478651223318486,0.0,1.0
1080,147,74.78504128118743,6.214958718812562,8.21495871881256,0.0,0.3281610449646321,0.06214958718812562,0.0,0.0,0.10294103021243602,0.9691176909362692,0.049719669750500496,0.0,1.0
1140,148,74.14231726063927,6.357682739360726,8.357682739360726,0.0,0.30882309063730806,0.06357682739360726,0.0,0.0,0.10557965955773285,0.9683261021326801,0.05086146191488581,0.0,1.0
1200,149,73.5110048227005,6.488995177299506,8.488995177299506,0.0,0.31673897867319856,0.06488995177299506,0.0,0.0,0.12115332522669697,0.963654002431991,0.051911961418396046,0.0,1.0
1260,149,72.89019154760356,6.60980845239644,8.60980845239644,0.0,0.3634599756800909,0.0660980845239644,0.0,0.0,0.11075793825637419,0.9667726185230877,0.052878467619171525,0.0,1.0
1320,150,72.27903796863755,6.720962031362449,8.720962031362449,0.0,0.33227381476912254,0.06720962031362449,0.0,0.0,0.14076306567741362,0.9577710802967759,0.05376769625089959,0.0,1.0
1380,150,71.67677173914382,6.823228260856186,8.823228260856187,0.0,0.4222891970322409,0.06823228260856186,0.0,0.0,0.1,0.97,0.05458582608684949,0.0,1.0
1440,151,71.0826822658929,6.9173177341070975,8.917317734107097,0.0,0.30000000000000004,0.06917317734107098,0.0,0.0,0.1227467474252601,0.963175975772422,0.055338541872856785,0.0,1.0
1500,151,70.49611577155298,7.003884228447016,9.003884228447017,0.3,0.3682402422757803,0.07003884228447016,0.0,0.0,0.12183459311403648,0.9634496220657891,0.05603107382757613,0.0,1.0
1560,151,69.9164707519415,7.083529248058499,9.083529248058499,0.6,0.3655037793421094,0.07083529248058498,0.0,0.0,0.12416436958272346,0.9627506891251829,0.05666823398446799,0.0,1.0
1620,152,69.34319379649492,7.156806203505085,9.156806203505084,0.8999999999999999,0.3724931087481704,0.07156806203505085,0.0,0.0,0.1290842070592271,0.9612747378822318,0.05725444962804069,0.0,1.0
1680,152,68.77577574291524,7.22422425708476,9.22422425708476,1.2,0.38725262117768133,0.0722422425708476,0.0,0.0,0.10158260120881972,0.969525219637354,0.05779379405667809,0.0,1.0
1740,152,68.21374813927409,7.286251860725919,9.286251860725919,1.5,0.30474780362645915,0.07286251860725919,0.0,0.0,0.11762261258364147,0.9647132162249076,0.05829001488580735,0.0,1.0
1800,153,67.65667998899119,7.343320011008809,9.34332001100881,1.7999999999999998,0.3528678377509244,0.0734332001100881,0.0,0.0,0.1541150690869658,0.9537654792739103,0.05874656008807048,0.0,1.0
1860,153,67.1041747560702,7.39582524392981,9.39582524392981,2.1,0.46234520726089734,0.0739582524392981,0.0,0.0,0.14132104135237478,0.9576036875942876,0.05916660195143848,0.0,1.0
1920,153,66.55586760978241,7.444132390217588,9.444132390217588,2.4,0.42396312405712433,0.07444132390217588,0.0,0.0,0.1358671592924947,0.9592398522122516,0.059553059121740706,0.0,1.0
1980,153,66.01142288965366,7.488577110346339,9.48857711034634,2.6999999999999997,0.40760147787748413,0.0748857711034634,0.0,0.0,0.10386475945882723,0.9688405721623519,0.059908616882770716,0.0,1.0
2040,153,65.47053177313944,7.529468226860561,9.529468226860562,3.0,0.3115942783764817,0.07529468226860561,0.0,0.0,0.1,0.97,0.060235745814884493,0.0,1.0
2100,154,64.93291012978257,7.567089870217428,9.567089870217426,3.3,0.30000000000000004,0.07567089870217428,0.0,0.0,0.14719984658317242,0.9558400460250482,0.06053671896173943,0.0,1.0
2160,154,64.39829654694292,7.601703453057089,10.0,3.5999999999999996,0.44159953974951727,0.07601703453057089,0.0,0.0,0.13536610790975462,0.9593901676270736,0.06081362762445672,0.0,1.0
2220,154,63.86645051338097,7.633549486619027,9.8,3.9,0.40609832372926385,0.07633549486619028,0.0,0.0,0.11237273902645505,0.9662881782920635,0.061068395892952224,0.0,1.0
2280,154,63.33715074807421,7.662849251925789,9.6,4.2,0.3371182170793651,0.0766284925192579,0.0,0.0,0.13428882603324155,0.9597133521900275,0.061302794015406316,0.0,1.0
2340,154,62.810193662653774,7.689806337346224,9.4,4.5,0.40286647809972465,0.07689806337346224,0.0,0.0,0.10764330949876397,0.9677070071503708,0.061518450698769794,0.0,1.0
2400,154,62.28539194677802,7.714608053221982,9.2,4.8,0.3229299284962919,0.07714608053221982,0.0,0.0,0.13755994472758018,0.9587320165817259,0.061716864425775855,0.0,1.0
2460,154,61.7625732666133,7.737426733386695,9.0,5.1,0.41267983418274057,0.07737426733386694,0.0,0.0,0.13906676160552858,0.9582799715183414,0.06189941386709356,0.0,1.0
2520,154,61.24157906737855,7.758420932621453,8.8,5.3999999999999995,0.4172002848165858,0.07758420932621453,0.0,0.0,0.11474725065647956,0.9655758248030561,0.06206736746097163,0.0,1.0
2580,154,60.722263471633,7.777736528367006,8.6,5.7,0.3442417519694387,0.07777736528367006,0.0,0.0,0.13388390182282078,0.9598348294531538,0.062221892226936054,0.0,1.0
2640,155,60.204492265652064,7.795507734347941,8.4,6.0,0.40165170546846235,0.07795507734347941,0.0,0.0,0.1,0.97,0.06236406187478353,0.0,1.0
2700,155,59.68814196684808,7.811858033151927,8.2,6.3,0.30000000000000004,0.07811858033151928,0.0,0.0,0.13225923541714416,0.9603222293748568,0.06249486426521542,0.0,1.0
2760,155,59.17309896575594,7.826901034244055,8.0,6.6,0.3967777062514325,0.07826901034244055,0.0,0.0,0.1261618672115463,0.9621514398365361,0.06261520827395244,0.0,1.0
2820,155,58.659258736621865,7.84074126337813,7.8,6.8999999999999995,0.37848560163463885,0.0784074126337813,0.0,0.0,0.1,0.97,0.06272593010702504,0.0,1.0
2880,155,58.14652511110987,7.853474888890126,7.6,7.199999999999999,0.30000000000000004,0.07853474888890126,0.0,0.0,0.1296200711941134,0.961113978641766,0.062827799111121,0.0,1.0
