time,total_cells,quiescent_percent,activated_percent,proliferating_percent,senescent_percent,apoptotic_percent,avg_activation,avg_miR455,avg_miR148,avg_stress,avg_metabolism,avg_stress_fibers,treatment_efficacy,synergy_index
0,120,90.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.128892438080454,0.9613322685758638,0.0,0.0,1.1
60,122,84.30288695090601,5.1971130490939865,2.6396446829654137,0.0,0.386677314241362,0.05197113049093986,0.003997779268533836,0.003997779268533836,0.10424487187708188,0.970325650144289,0.041377446049034504,1.1993337805601505,1.1
120,125,79.0213121178899,9.978687882110089,3.228146200875088,0.0,0.31273461563124566,0.09978687882110089,0.0076759137554692995,0.0076759137554692995,0.12984430541318215,0.9641170738782331,0.07909418580015282,2.3027741266407897,1.1
180,127,74.12205089964132,14.377949100358684,3.769593735428761,0.0,0.38953291623954645,0.14377949100358683,0.011059960846429757,0.011059960846429757,0.1369563856875826,0.9633370686322972,0.11349700508349098,3.317988253928927,1.1
240,130,69.5745351872963,18.425464812703698,4.267749515409686,0.0,0.41086915706274774,0.18425464812703699,0.014173434471310538,0.014173434471310538,0.15034877966335006,0.9605647398895192,0.14489665816761718,4.252030341393161,1.1
300,132,65.35064096302884,22.149359036971155,4.72607495839645,0.0,0.4510463389900502,0.22149359036971156,0.017037968489977812,0.017037968489977812,0.18846547004580466,0.9502755463822496,0.1735720235148561,5.111390546993343,1.1
360,134,61.42449288132117,25.575507118678832,5.147754722298933,0.0,0.565396410137414,0.2557550711867883,0.01967346701436833,0.01967346701436833,0.17010976808208308,0.9568364563811225,0.19977373155094996,5.902040104310498,1.1
420,135,57.772284475053056,28.72771552494694,5.535718833839623,0.0,0.5103293042462492,0.2872771552494694,0.022098242711497646,0.022098242711497646,0.21631257743309443,0.9439455238546708,0.22372733670949102,6.6294728134492935,1.1
480,137,54.37211273711848,31.627887262881522,5.892663047739264,0.0,0.6489377322992833,0.3162788726288152,0.024329144048370402,0.024329144048370402,0.16202498829323547,0.9611241611313774,0.24563609562147523,7.29874321451112,1.1
540,138,51.203825928165955,34.296174071834045,6.2210675780718825,0.0,0.4860749648797064,0.34296174071834046,0.026381672362949266,0.026381672362949266,0.17635574739439663,0.9576459447268607,0.2656834044690807,7.91450170888478,1.1
