time,total_cells,quiescent_percent,activated_percent,proliferating_percent,senescent_percent,apoptotic_percent,avg_activation,avg_miR455,avg_miR148,avg_stress,avg_metabolism,avg_stress_fibers,treatment_efficacy,synergy_index
0,126,90.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.1,0.97,0.0,0.0,1.2
60,126,85.50222073146617,3.9977792685338356,2.6396446829654137,0.0,0.30000000000000004,0.039977792685338354,0.0,0.031982234148270686,0.1,0.9763964468296541,0.03157308882782476,3.0383122440857147,1.2
120,126,81.3240862445307,7.675913755469299,3.228146200875088,0.0,0.30000000000000004,0.07675913755469299,0.0,0.061407310043754396,0.14953538755072884,0.9674208457435323,0.059898966953030486,5.833694454156667,1.2
180,126,77.44003915357024,11.059960846429757,3.769593735428761,0.0,0.44860616265218656,0.11059960846429756,0.0,0.08847968677143805,0.1,0.9876959373542876,0.08534822478296934,8.405570243286615,1.2
240,126,73.82656552868946,14.173434471310536,4.267749515409686,0.0,0.30000000000000004,0.14173434471310536,0.0,0.1133874757704843,0.14010068045614688,0.9806472910172528,0.10824478790584344,10.771810198196007,1.2
300,126,70.46203151002219,17.03796848997781,4.72607495839645,0.0,0.4203020413684406,0.17037968489977812,0.0,0.1363037479198225,0.12070088775395323,0.9910504832577786,0.1288722632410263,12.948856052383137,1.2
360,126,67.32653298563167,19.673467014368327,5.147754722298933,0.0,0.3621026632618597,0.1967346701436833,0.0,0.15738773611494664,0.1,1.0014775472229893,0.1474793763231914,14.95183493091993,1.2
420,126,64.40175728850235,22.098242711497644,5.535718833839623,0.0,0.30000000000000004,0.22098242711497645,0.0,0.17678594169198117,0.12755903584975947,0.9970894775834683,0.16428463402001295,16.79466446073821,1.2
480,126,61.670855951629605,24.3291440483704,5.892663047739264,0.0,0.3826771075492784,0.243291440483704,0.0,0.19463315238696322,0.1224056001572802,1.0022049504302086,0.17948032678372847,18.490149476761502,1.2
540,126,59.11832763705073,26.381672362949267,6.2210675780718825,0.0,0.36721680047184063,0.26381672362949266,0.0,0.21105337890359413,0.15268829320930516,0.9964041878179273,0.1932359674049445,20.05007099584144,1.2
600,126,56.72991042535391,28.27008957464609,6.523214331943374,0.0,0.4580648796279155,0.2827008957464609,0.0,0.22616071659716874,0.10798028214950575,1.012838058674582,0.2057012487044708,21.48526807673103,1.2
660,126,54.49248271724237,30.007517282757632,6.8012027652412215,0.0,0.3239408464485173,0.30007517282757634,0.0,0.24006013826206107,0.11291938056652058,1.014136213482456,0.21700859026910113,22.805713134895804,1.2
720,126,52.39397205857212,31.606027941427882,7.056964470628461,0.0,0.33875814169956175,0.31606027941427883,0.0,0.25284822353142306,0.12712917251035505,1.012430892953178,0.22727533387422447,24.020581235485192,1.2
780,126,50.42327125533711,33.07672874466289,7.292276599146062,0.0,0.38138751753106515,0.33076728744662887,0.0,0.2646138299573031,0.11391250430343831,1.018749014700429,0.23660563835543408,25.138313845943795,1.2
840,126,48.57016119572988,34.42983880427012,7.508774208683219,0.0,0.34173751291031496,0.3442983880427012,0.0,0.27543871043416096,0.12396912943741337,1.017897003255608,0.2450921171519075,26.16667749124529,1.2
900,126,46.825239843009506,35.674760156990494,7.707961625118479,0.0,0.37190738831224013,0.3567476015699049,0.0,0.285398081255924,0.10902422507366204,1.0243723487290861,0.25281725534209876,27.112817719312773,1.2
