time,total_cells,quiescent_percent,activated_percent,proliferating_percent,senescent_percent,apoptotic_percent,avg_activation,avg_miR455,avg_miR148,avg_stress,avg_metabolism,avg_stress_fibers,treatment_efficacy,synergy_index
0,126,90.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.1,0.97,0.0,0.0,1.2
60,126,85.50222073146617,3.9977792685338356,2.6396446829654137,0.0,0.30000000000000004,0.039977792685338354,0.0,0.031982234148270686,0.11692876759305988,0.9713178165517361,0.03157308882782476,3.0383122440857147,1.2
120,126,81.3240862445307,7.675913755469299,3.228146200875088,0.0,0.35078630277917966,0.07675913755469299,0.0,0.061407310043754396,0.1270564657568038,0.9741645222817098,0.059898966953030486,5.833694454156667,1.2
180,126,77.44003915357024,11.059960846429757,3.769593735428761,0.0,0.3811693972704114,0.11059960846429756,0.0,0.08847968677143805,0.1,0.9876959373542876,0.08534822478296934,8.405570243286615,1.2
240,126,73.82656552868946,14.173434471310536,4.267749515409686,0.0,0.30000000000000004,0.14173434471310536,0.0,0.1133874757704843,0.10878758015447594,0.990041221107754,0.10824478790584344,10.771810198196007,1.2
300,126,70.46203151002219,17.03796848997781,4.72607495839645,0.0,0.32636274046342784,0.17037968489977812,0.0,0.1363037479198225,0.11842186837789812,0.9917341890705951,0.1288722632410263,12.948856052383137,1.2
360,126,67.32653298563167,19.673467014368327,5.147754722298933,0.0,0.3552656051336943,0.1967346701436833,0.0,0.15738773611494664,0.10401159906012408,1.000274067504952,0.1474793763231914,14.95183493091993,1.2
420,126,64.40175728850235,22.098242711497644,5.535718833839623,0.0,0.31203479718037225,0.22098242711497645,0.0,0.17678594169198117,0.1,1.0053571883383963,0.16428463402001295,16.79466446073821,1.2
480,126,61.670855951629605,24.3291440483704,5.892663047739264,0.0,0.30000000000000004,0.243291440483704,0.0,0.19463315238696322,0.12218630313626123,1.0022707395365142,0.17948032678372847,18.490149476761502,1.2
540,126,59.11832763705073,26.381672362949267,6.2210675780718825,0.0,0.3665589094087837,0.26381672362949266,0.0,0.21105337890359413,0.1382725605356706,1.0007289076200176,0.1932359674049445,20.05007099584144,1.2
600,126,56.72991042535391,28.27008957464609,6.523214331943374,0.0,0.4148176816070118,0.2827008957464609,0.0,0.22616071659716874,0.1,1.0152321433194338,0.2057012487044708,21.48526807673103,1.2
660,126,54.49248271724237,30.007517282757632,6.8012027652412215,0.0,0.30000000000000004,0.30007517282757634,0.0,0.24006013826206107,0.10261320657222768,1.017228065680744,0.21700859026910113,22.805713134895804,1.2
720,126,52.39397205857212,31.606027941427882,7.056964470628461,0.0,0.30783961971668306,0.31606027941427883,0.0,0.25284822353142306,0.12803173188815456,1.0121601251398382,0.22727533387422447,24.020581235485192,1.2
780,126,50.42327125533711,33.07672874466289,7.292276599146062,0.0,0.3840951956644637,0.33076728744662887,0.0,0.2646138299573031,0.13556425849664364,1.0122534884424677,0.23660563835543408,25.138313845943795,1.2
840,126,48.57016119572988,34.42983880427012,7.508774208683219,0.0,0.4066927754899309,0.3442983880427012,0.0,0.27543871043416096,0.1,1.025087742086832,0.2450921171519075,26.16667749124529,1.2
900,126,46.825239843009506,35.674760156990494,7.707961625118479,0.0,0.30000000000000004,0.3567476015699049,0.0,0.285398081255924,0.1089942831481851,1.0243813313067294,0.25281725534209876,27.112817719312773,1.2
960,126,45.17985690578634,36.82014309421366,7.891222895074186,0.0,0.3269828494445553,0.36820143094213664,0.0,0.2945611447537093,0.14516544201496165,1.0153625963462534,0.259854637554263,27.983308751602387,1.2
1020,126,43.626053731782434,37.873946268217566,8.05983140291481,0.0,0.435496326044885,0.3787394626821756,0.0,0.3029915701457405,0.12272971407011354,1.0237793998081142,0.26627001351398805,28.784199163845347,1.2
1080,126,42.156508007421486,38.843491992578514,8.21495871881256,0.0,0.3681891422103406,0.3884349199257851,0.0,0.3107479359406281,0.13457426659935515,1.0217773072083192,0.2721222240640838,29.52105391435967,1.2
1140,126,40.764482878995466,39.735517121004534,8.357682739360726,0.0,0.40372279979806547,0.3973551712100454,0.0,0.3178841369680363,0.1535407455042803,1.017514603742323,0.277464007153671,30.19899301196345,1.2
1200,126,39.44378014187809,40.55621985812191,8.488995177299506,0.0,0.46062223651284084,0.4055621985812191,0.0,0.3244497588649753,0.15186960293761328,1.019329070891711,0.28234270045395904,30.822727092172652,1.2
1260,126,38.188697172522254,41.311302827477746,8.60980845239644,0.0,0.4556088088128398,0.41311302827477747,0.0,0.330490422619822,0.13068634257192113,1.0268921817523882,0.2868008548424506,31.39659014888309,1.2
1320,126,36.993987303984696,42.006012696015304,8.720962031362449,0.0,0.3920590277157634,0.42006012696015305,0.0,0.3360481015681225,0.113521488026741,1.0331531739056021,0.2908767709411068,31.92456964897163,1.2
1380,126,35.85482336964884,42.64517663035116,8.823228260856187,0.0,0.340564464080223,0.4264517663035116,0.0,0.34116141304280934,0.15031843596504,1.02313675181905,0.29460496914306283,32.410334239066884,1.2
1440,126,34.766764161830636,43.233235838169364,8.917317734107097,0.0,0.45095530789511995,0.43233235838169365,0.0,0.34586588670535495,0.1,1.039173177341071,0.2980166020707624,32.85725923700872,1.2
1500,126,33.72572357220615,43.77427642779385,9.003884228447017,0.3,0.30000000000000004,0.4377427642779385,0.0,0.35019421142235085,0.12167648992720183,1.0335358953063096,0.301139817136862,33.26845008512333,1.2
1560,126,32.727942199634384,44.272057800365616,9.083529248058499,0.6,0.3650294697816055,0.44272057800365616,0.0,0.35417646240292494,0.16887589207495707,1.020172524858098,0.30400007579482474,33.64676392827787,1.2
1620,126,31.769961228093216,44.730038771906784,9.156806203505084,0.8999999999999999,0.5066276762248711,0.4473003877190678,0.0,0.3578403101752543,0.1408322552559204,1.0293183854582748,0.30662043514072546,33.99482946664916,1.2
1680,126,30.84859839322025,45.15140160677975,9.22422425708476,1.2,0.42249676576776124,0.4515140160677975,0.0,0.361211212854238,0.11994700482299855,1.036258141123948,0.3090217967375862,34.31506522115261,1.2
1740,126,29.960925870463008,45.53907412953699,9.286251860725919,1.5,0.35984101446899563,0.45539074129536994,0.0,0.364312593036296,0.1354552186667814,1.0322259530072249,0.311223126858364,34.60969633844812,1.2
1800,126,29.104249931194943,45.89575006880506,9.34332001100881,1.7999999999999998,0.4063656560003442,0.4589575006880506,0.0,0.36716600055044046,0.10540731321252503,1.0418110061463306,0.31324165176635804,34.880770052291844,1.2
1860,126,28.27609222543869,46.22390777456131,9.39582524392981,2.1,0.31622193963757506,0.4622390777456131,0.0,0.3697912621964905,0.13638487019699563,1.0330427913801994,0.31509303115774107,35.130169908666595,1.2
1920,126,27.47417256114008,46.52582743885992,9.444132390217588,2.4,0.4091546105909869,0.46525827438859924,0.0,0.3722066195108794,0.12050283802257555,1.0382904724954032,0.3167915124677928,35.35962885353354,1.2
1980,126,26.69639306033538,46.80360693966462,9.48857711034634,2.6999999999999997,0.36150851406772666,0.4680360693966462,0.0,0.37442885551731697,0.15856920737572577,1.0273150088907457,0.31835006837971386,35.570741274145114,1.2
2040,126,25.940823582121496,47.059176417878504,9.529468226860562,3.0,0.4757076221271773,0.47059176417878507,0.0,0.3764734113430281,0.1,1.0452946822686056,0.31978051956372533,35.76497407758767,1.2
2100,126,25.20568831114108,47.29431168885892,9.567089870217426,3.3,0.30000000000000004,0.4729431168885892,0.0,0.37835449351087136,0.14147779584767559,1.0332275599478717,0.3210936444069242,35.94367688353278,1.2
2160,126,24.4893534183932,47.5106465816068,10.0,3.5999999999999996,0.42443338754302673,0.475106465816068,0.0,0.38008517265285446,0.15099294536265884,1.0307191509217732,0.32229927726463437,36.10809140202117,1.2
2220,126,23.790315708631077,47.70968429136892,9.8,3.9,0.4529788360879765,0.47709684291368926,0.0,0.38167747433095145,0.11298005660101633,1.0424414778858853,0.32340639656628983,36.25936006144038,1.2
2280,126,23.107192175463815,47.892807824536185,9.6,4.2,0.338940169803049,0.4789280782453618,0.0,0.3831424625962895,0.13762159007709823,1.0353420154961284,0.32442320393854984,36.3985339466475,1.2
2340,126,22.4387103915861,48.0612896084139,9.4,4.5,0.4128647702312947,0.480612896084139,0.0,0.3844903168673112,0.11488667400831634,1.0424320611709674,0.32535719536142105,36.52658010239456,1.2
2400,126,21.78369966736262,48.21630033263738,9.2,4.8,0.34466002202494905,0.4821630033263738,0.0,0.38573040266109904,0.1236511049719714,1.0400507490406283,0.32621522524626156,36.64438825280441,1.2
2460,126,21.14108291633316,48.35891708366684,9.0,5.1,0.3709533149159142,0.4835891708366684,0.0,0.38687133666933476,0.14120786117694617,1.035011908980783,0.32700356421480764,36.7527769835868,1.2
2520,126,20.509869171115923,48.49013082888408,8.8,5.3999999999999995,0.4236235835308385,0.48490130828884076,0.0,0.38792104663107263,0.1332981307613284,1.037594770097816,0.3277279512633339,36.8524994299519,1.2
2580,126,19.88914669770621,48.61085330229379,8.6,5.7,0.3998943922839852,0.4861085330229379,0.0,0.3888868264183503,0.15730214370505735,1.0305867221721527,0.32839364091365586,36.94424850974328,1.2
2640,126,19.278076660325375,48.721923339674625,8.4,6.0,0.47190643111517205,0.4872192333967463,0.0,0.38977538671739703,0.10479496486446757,1.0465165878841391,0.32900544588111846,37.028661738152714,1.2
2700,126,18.675887292800454,48.824112707199546,8.2,6.3,0.3143848945934027,0.48824112707199546,0.0,0.3905929016575964,0.10961265810897111,1.045234782898828,0.3295677757274761,37.10632565747166,1.2
2760,126,18.081868535974657,48.91813146402534,8.0,6.6,0.3288379743269133,0.48918131464025344,0.0,0.3913450517122028,0.15363530078547083,1.0321784201067994,0.33008467191235213,37.17777991265926,1.2
2820,126,17.495367103886686,49.004632896113314,7.8,6.8999999999999995,0.4609059023564125,0.49004632896113315,0.0,0.3920370631689065,0.11096287147661532,1.0451185511907968,0.330559839609666,37.24352100104612,1.2
2880,126,16.91578194443671,49.08421805556329,7.6,7.199999999999999,0.33288861442984596,0.4908421805556329,0.0,0.3926737444445063,0.14224840053126586,1.0358602287295215,0.3309966766140785,37.3040057222281,1.2
