time,total_cells,quiescent_percent,activated_percent,proliferating_percent,senescent_percent,apoptotic_percent,avg_activation,avg_miR455,avg_miR148,avg_stress,avg_metabolism,avg_stress_fibers,treatment_efficacy,synergy_index
0,120,90.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.12029696553570109,0.9639109103392897,0.0,0.0,1.0
60,122,83.90310902405263,5.596890975947369,2.6396446829654137,0.0,0.3608908966071033,0.05596890975947369,0.0015991117074135343,0.0015991117074135343,0.17033079283478664,0.9495404068325294,0.04468920729028531,0.6396446829654137,1.0
120,125,78.25372074234298,10.746279257657019,3.228146200875088,0.0,0.51099237850436,0.10746279257657018,0.0030703655021877196,0.0030703655021877196,0.11309378066550194,0.9673000120012245,0.08565348201220413,1.2281462008750879,1.0
180,127,73.01605481499834,15.483945185001657,3.769593735428761,0.0,0.33928134199650584,0.15483945185001657,0.004423984338571903,0.004423984338571903,0.16322012651098214,0.952803555782134,0.12321395446243484,1.769593735428761,1.0
240,130,68.15719174016525,19.842808259834747,4.267749515409686,0.0,0.4896603795329464,0.1984280825983475,0.005669373788524215,0.005669373788524215,0.1855365294200132,0.9466067906894057,0.15766250162710344,2.267749515409686,1.0
300,132,63.64684411403107,23.853155885968935,4.72607495839645,0.0,0.5566095882600396,0.23853155885968935,0.006815187395991125,0.006815187395991125,0.1613750853463134,0.9543135493545025,0.1892646353052043,2.72607495839645,1.0
360,134,59.45714617988434,27.54285382011566,5.147754722298933,0.0,0.4841252560389402,0.2754285382011566,0.007869386805747332,0.007869386805747332,0.1783898054073259,0.9496308131001011,0.2182620750046567,3.1477547222989326,1.0
420,135,55.5624602039033,30.9375397960967,5.535718833839623,0.0,0.5351694162219778,0.309375397960967,0.008839297084599058,0.008839297084599058,0.16934568099831082,0.9527320145343464,0.24487504375766028,3.5357188338396233,1.0
480,137,51.93919833228144,34.06080166771856,5.892663047739264,0.0,0.5080370429949325,0.34060801667718554,0.009731657619348159,0.009731657619348159,0.17044810523347234,0.9527582314776976,0.26930431996506915,3.892663047739264,1.0
540,138,48.56565869187103,36.93434130812897,6.2210675780718825,0.0,0.511344315700417,0.3693434130812897,0.010552668945179706,0.010552668945179706,0.21493867986078377,0.9397394636198367,0.29173307405031534,4.2210675780718825,1.0
600,140,45.42187459549548,39.57812540450452,6.523214331943374,0.0,0.6448160395823513,0.3957812540450452,0.011308035829858436,0.011308035829858436,0.18030599909750444,0.950431414602692,0.31232851497856967,4.523214331943374,1.0
660,141,42.48947580413931,42.01052419586069,6.8012027652412215,0.0,0.5409179972925133,0.4201052419586069,0.012003006913103053,0.012003006913103053,0.2028563510082264,0.9439442974627733,0.33124336848836394,4.8012027652412215,1.0
720,142,39.751560882000966,44.248439117999034,7.056964470628461,0.0,0.6085690530246792,0.44248439117999033,0.012642411176571153,0.012642411176571153,0.2307148012856395,0.9358425240849366,0.34861720611598057,5.056964470628461,1.0
780,143,37.19257975747196,46.30742024252804,7.292276599146062,0.0,0.6921444038569186,0.46307420242528036,0.013230691497865155,0.013230691497865155,0.2535839584476634,0.9292170890648471,0.36457764170383183,5.292276599146062,1.0
840,144,34.798225674021836,48.201774325978164,7.508774208683219,0.0,0.7607518753429903,0.48201774325978164,0.013771935521708047,0.013771935521708047,0.21674741316225288,0.9404845502600073,0.3792414100185521,5.508774208683219,1.0
900,145,32.55533578021331,49.94466421978669,7.707961625118479,0.0,0.6502422394867586,0.4994466421978669,0.014269904062796197,0.014269904062796197,0.20028111265019025,0.9456236278300614,0.3927153403163902,5.707961625118479,1.0
