time,total_cells,quiescent_percent,activated_percent,proliferating_percent,senescent_percent,apoptotic_percent,avg_activation,avg_miR455,avg_miR148,avg_stress,avg_metabolism,avg_stress_fibers,treatment_efficacy,synergy_index
0,126,90.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.12196969766275143,0.9634090907011745,0.0,0.0,1.2
60,126,85.90199865831954,3.598001341680452,2.6396446829654137,0.0,0.36590909298825425,0.03598001341680452,0.031982234148270686,0.0,0.1,0.9763964468296541,0.028047549156640955,3.358134585568422,1.2
120,126,82.09167762007763,6.90832237992237,3.228146200875088,0.0,0.30000000000000004,0.0690832237992237,0.061407310043754396,0.0,0.1,0.9822814620087509,0.05255156147607592,6.447767554594211,1.2
180,126,78.54603523821322,9.95396476178678,3.769593735428761,0.0,0.30000000000000004,0.09953964761786781,0.08847968677143805,0.0,0.1056051310846648,0.9860143980288882,0.07399508651505056,9.290367111000995,1.2
240,126,75.24390897582052,12.756091024179483,4.267749515409686,0.0,0.3168153932539944,0.12756091024179483,0.1133874757704843,0.0,0.11198605346741669,0.9890816791138719,0.09279189003708231,11.90568495590085,1.2
300,126,72.16582835901997,15.334171640980031,4.72607495839645,0.0,0.3359581604022501,0.15334171640980032,0.1363037479198225,0.0,0.10217073094739328,0.9966095302997465,0.10929670070600708,14.311893531581362,1.2
360,126,69.29387968706851,17.706120312931496,5.147754722298933,0.0,0.30651219284217984,0.17706120312931498,0.15738773611494664,0.0,0.10280183884604277,1.0006369955691765,0.12381391487829256,16.525712292069397,1.2
420,126,66.61158155965211,19.888418440347884,5.535718833839623,0.0,0.3084055165381283,0.19888418440347883,0.17678594169198117,0.0,0.1390793086504165,0.9936333957432713,0.13660499371324025,18.562523877658023,1.2
480,126,64.10377035646664,21.89622964353336,5.892663047739264,0.0,0.41723792595124953,0.2189622964353336,0.19463315238696322,0.0,0.11784447021819337,1.0035732894119347,0.14789475106244437,20.436481000631137,1.2
540,126,61.75649487334566,23.74350512665434,6.2210675780718825,0.0,0.3535334106545801,0.2374350512665434,0.21105337890359413,0.0,0.1,1.0122106757807188,0.1578767003156654,22.160604784877382,1.2
